player_name,League_name,sub_type,type,yellow_cards,red_cards,goals,assists
Sofiane Hanni,jupiler-pro-league,first_tier,domestic_league,14,0,35,26
Smail Prevljak,jupiler-pro-league,first_tier,domestic_league,12,0,35,11
Nicolas Diguiny,super-league-1,first_tier,domestic_league,23,0,35,19
Erling Haaland,uefa-champions-league,uefa_champions_league,international_cup,5,0,35,4
Eren Derdiyok,super-lig,first_tier,domestic_league,7,0,35,11
Denis Bouanga,ligue-1,first_tier,domestic_league,20,1,35,16
Mohamed Salah,serie-a,first_tier,domestic_league,5,0,35,20
Leon Goretzka,bundesliga,first_tier,domestic_league,23,0,35,37
Eric Maxim Choupo-Moting,bundesliga,first_tier,domestic_league,4,0,35,18
Fabián Orellana,laliga,first_tier,domestic_league,54,2,35,31
Teun Koopmeiners,eredivisie,first_tier,domestic_league,13,1,35,12
Ilombe Mboyo,jupiler-pro-league,first_tier,domestic_league,8,0,35,19
Phil Foden,premier-league,first_tier,domestic_league,2,0,35,18
Vito van Crooij,eredivisie,first_tier,domestic_league,36,0,34,33
Gianluca Lapadula,serie-a,first_tier,domestic_league,17,1,34,8
Bartholomew Ogbeche,eredivisie,first_tier,domestic_league,14,1,34,5
Davie Selke,bundesliga,first_tier,domestic_league,27,0,34,16
Aleksandar Prijovic,super-league-1,first_tier,domestic_league,7,0,34,4
Sergio Ramos,laliga,first_tier,domestic_league,62,1,34,8
Mohamed Salah,uefa-champions-league,uefa_champions_league,international_cup,1,0,34,11
Willian,premier-league,first_tier,domestic_league,18,0,34,38
Joaquín Correa,serie-a,first_tier,domestic_league,18,0,34,17
Steven MacLean,scottish-premiership,first_tier,domestic_league,27,0,34,18
Igor de Camargo,jupiler-pro-league,first_tier,domestic_league,9,0,34,5
Marcel Sabitzer,bundesliga,first_tier,domestic_league,31,0,34,28
Vladyslav Kulach,premier-liga,first_tier,domestic_league,23,0,34,6
Zlatan Ibrahimović,serie-a,first_tier,domestic_league,5,1,34,10
Joel Tagueu,liga-portugal-bwin,first_tier,domestic_league,18,1,34,6
Benjamin Moukandjo,ligue-1,first_tier,domestic_league,7,0,34,4
Morgan Sanson,ligue-1,first_tier,domestic_league,31,0,34,31
Charlie Austin,premier-league,first_tier,domestic_league,10,0,34,10
Hirving Lozano,eredivisie,first_tier,domestic_league,8,2,34,19
Jordan Veretout,serie-a,first_tier,domestic_league,38,1,33,13
Álvaro Morata,laliga,first_tier,domestic_league,19,0,33,8
Facundo Ferreyra,premier-liga,first_tier,domestic_league,10,0,33,4
Sergio Araujo,super-league-1,first_tier,domestic_league,16,1,33,15
Rubén Castro,laliga,first_tier,domestic_league,6,0,33,6
Umut Nayir,super-lig,first_tier,domestic_league,9,0,33,4
Junior Fernandes,super-lig,first_tier,domestic_league,11,1,33,19
Kylian Mbappé,uefa-champions-league,uefa_champions_league,international_cup,4,0,33,23
James Maddison,premier-league,first_tier,domestic_league,16,0,33,25
Pylyp Budkivskyi,premier-liga,first_tier,domestic_league,22,0,33,4
Jordan Ayew,premier-league,first_tier,domestic_league,29,2,33,18
Krzysztof Piatek,serie-a,first_tier,domestic_league,11,0,33,6
Fran Navarro,liga-portugal-bwin,first_tier,domestic_league,9,0,33,3
Rodrigo de Paul,serie-a,first_tier,domestic_league,28,3,33,33
Kasper Dolberg,eredivisie,first_tier,domestic_league,2,0,33,11
Rasmus Festersen,superligaen,first_tier,domestic_league,13,0,33,13
Sébastien Haller,bundesliga,first_tier,domestic_league,6,0,33,18
Hugo Cuypers,jupiler-pro-league,first_tier,domestic_league,2,0,33,12
Éder,serie-a,first_tier,domestic_league,15,0,33,11
Karim Bellarabi,bundesliga,first_tier,domestic_league,26,1,33,46
Alexander Isak,laliga,first_tier,domestic_league,14,0,33,5
Ivan Toney,premier-league,first_tier,domestic_league,17,0,32,9
Iker Muniain,laliga,first_tier,domestic_league,30,1,32,28
Darwin Núñez,liga-portugal-bwin,first_tier,domestic_league,8,0,32,14
Nasser El Khayati,eredivisie,first_tier,domestic_league,4,0,32,25
Amr Warda,super-league-1,first_tier,domestic_league,28,0,32,21
Tarik Tissoudali,jupiler-pro-league,first_tier,domestic_league,4,0,32,12
Marek Hamsik,serie-a,first_tier,domestic_league,5,0,32,27
Elye Wahi,ligue-1,first_tier,domestic_league,11,2,32,9
Martin Braithwaite,ligue-1,first_tier,domestic_league,10,0,32,8
Martin Pusic,superligaen,first_tier,domestic_league,4,0,32,5
Arkadiusz Milik,eredivisie,first_tier,domestic_league,5,0,32,11
Mats Seuntjens,eredivisie,first_tier,domestic_league,26,1,32,29
Erik Falkenburg,eredivisie,first_tier,domestic_league,7,0,32,8
Myron Boadu,eredivisie,first_tier,domestic_league,4,0,32,11
Chimy Ávila,laliga,first_tier,domestic_league,33,1,32,9
Hulk,premier-liga,first_tier,domestic_league,16,0,32,29
Sergi Enrich,laliga,first_tier,domestic_league,22,0,32,23
Deniz Türüc,super-lig,first_tier,domestic_league,43,1,32,27
Bruno Fernandes,liga-portugal-bwin,first_tier,domestic_league,19,0,32,27
Thomas Müller,uefa-champions-league,uefa_champions_league,international_cup,5,1,32,19
Hakan Calhanoglu,serie-a,first_tier,domestic_league,34,0,32,54
Yasin Öztekin,super-lig,first_tier,domestic_league,23,0,32,16
Steve Mounié,ligue-1,first_tier,domestic_league,13,0,32,9
Karim Onisiwo,bundesliga,first_tier,domestic_league,16,0,32,26
Breel Embolo,bundesliga,first_tier,domestic_league,19,0,32,22
Simone Zaza,serie-a,first_tier,domestic_league,37,2,32,8
Bashkim Kadrii,superligaen,first_tier,domestic_league,14,0,32,16
Leroy Sané,bundesliga,first_tier,domestic_league,13,0,32,31
Antonio Sanabria,serie-a,first_tier,domestic_league,14,0,32,13
Jaime Mata,laliga,first_tier,domestic_league,42,1,32,10
Simon Gustafson,eredivisie,first_tier,domestic_league,20,1,32,27
Viktor Claesson,premier-liga,first_tier,domestic_league,11,0,32,24
André Silva,liga-portugal-bwin,first_tier,domestic_league,13,1,32,11
Tim Matavz,eredivisie,first_tier,domestic_league,4,0,32,5
Arouna Koné,super-lig,first_tier,domestic_league,8,0,32,9
Mario Gómez,bundesliga,first_tier,domestic_league,12,0,32,6
François Kamano,ligue-1,first_tier,domestic_league,22,2,32,13
Bukayo Saka,premier-league,first_tier,domestic_league,19,0,31,27
Ahmed Hassan,liga-portugal-bwin,first_tier,domestic_league,15,0,31,7
Nikolaos Kaltsas,super-league-1,first_tier,domestic_league,57,0,31,19
Carlos Bacca,serie-a,first_tier,domestic_league,5,0,31,4
Diego Perotti,serie-a,first_tier,domestic_league,17,3,31,27
Kris Boyd,scottish-premiership,first_tier,domestic_league,7,1,31,11
Salvador Agra,liga-portugal-bwin,first_tier,domestic_league,26,3,31,30
Cédric Bakambu,laliga,first_tier,domestic_league,14,0,31,4
André André,liga-portugal-bwin,first_tier,domestic_league,48,0,31,18
Kyogo Furuhashi,scottish-premiership,first_tier,domestic_league,3,0,31,5
Marco van Ginkel,eredivisie,first_tier,domestic_league,13,0,31,11
Wanderson,premier-liga,first_tier,domestic_league,13,0,31,22
Diego Rolán,ligue-1,first_tier,domestic_league,9,1,31,8
Kasper Kusk,superligaen,first_tier,domestic_league,11,0,31,37
Nuno Santos,liga-portugal-bwin,first_tier,domestic_league,35,1,31,37
Hakan Arslan,super-lig,first_tier,domestic_league,31,1,31,12
Dirk Kuyt,eredivisie,first_tier,domestic_league,7,0,31,9
Stéphane Bahoken,ligue-1,first_tier,domestic_league,15,0,31,6
Anton Miranchuk,premier-liga,first_tier,domestic_league,21,0,31,20
Ivan Rakitic,laliga,first_tier,domestic_league,34,0,31,35
Mustafa Pektemek,super-lig,first_tier,domestic_league,7,1,31,13
Maxwel Cornet,ligue-1,first_tier,domestic_league,15,1,31,21
Serhou Guirassy,ligue-1,first_tier,domestic_league,12,1,31,3
Ihlas Bebou,bundesliga,first_tier,domestic_league,8,0,31,19
Cyle Larin,super-lig,first_tier,domestic_league,10,1,31,7
Marco Asensio,laliga,first_tier,domestic_league,11,0,31,24
Giovanni Sio,ligue-1,first_tier,domestic_league,25,2,31,11
Gervinho,serie-a,first_tier,domestic_league,7,0,31,14
Moussa Sow,super-lig,first_tier,domestic_league,4,0,31,6
Samuel Armenteros,eredivisie,first_tier,domestic_league,3,0,31,3
Oussama Tannane,eredivisie,first_tier,domestic_league,34,1,31,34
Mikael Ishak,superligaen,first_tier,domestic_league,8,2,31,4
Robin Quaison,bundesliga,first_tier,domestic_league,7,0,31,9
Tom Rogic,scottish-premiership,first_tier,domestic_league,9,0,31,34
Mario Mandzukic,serie-a,first_tier,domestic_league,20,0,31,12
Julio Tavarès,ligue-1,first_tier,domestic_league,10,0,31,11
Federico Santander,superligaen,first_tier,domestic_league,6,0,30,11
Brown Ideye,super-league-1,first_tier,domestic_league,5,1,30,9
Jhon Córdoba,bundesliga,first_tier,domestic_league,19,1,30,11
Yunus Malli,bundesliga,first_tier,domestic_league,7,0,30,21
Carlos Soler,laliga,first_tier,domestic_league,33,1,30,23
Gonçalo Ramos,liga-portugal-bwin,first_tier,domestic_league,9,0,30,9
Musa Barrow,serie-a,first_tier,domestic_league,4,0,30,31
Henrikh Mkhitaryan,serie-a,first_tier,domestic_league,15,0,30,24
Mats Rits,jupiler-pro-league,first_tier,domestic_league,27,0,30,25
Simy,serie-a,first_tier,domestic_league,1,0,30,4
Aleksey Miranchuk,premier-liga,first_tier,domestic_league,14,0,30,25
Mike van Duinen,eredivisie,first_tier,domestic_league,21,0,30,16
Rémy Cabella,ligue-1,first_tier,domestic_league,24,0,30,27
Nikola Storm,jupiler-pro-league,first_tier,domestic_league,5,1,30,21
Houssem Aouar,ligue-1,first_tier,domestic_league,12,1,30,23
Miralem Pjanic,serie-a,first_tier,domestic_league,49,0,30,50
Shamar Nicholson,jupiler-pro-league,first_tier,domestic_league,6,0,30,10
Majeed Waris,ligue-1,first_tier,domestic_league,11,1,30,14
M'Baye Niang,ligue-1,first_tier,domestic_league,12,2,30,7
Mitchell Te Vrede,eredivisie,first_tier,domestic_league,10,0,30,1
Martin Boyle,scottish-premiership,first_tier,domestic_league,18,0,30,21
Sergio León,laliga,first_tier,domestic_league,12,1,30,3
Óscar Scarione,super-lig,first_tier,domestic_league,6,0,30,7
Federico Macheda,super-league-1,first_tier,domestic_league,18,0,30,9
Raphaël Guerreiro,bundesliga,first_tier,domestic_league,11,0,30,41
Badou Ndiaye,super-lig,first_tier,domestic_league,29,1,30,20
Faïz Selemani,jupiler-pro-league,first_tier,domestic_league,10,1,30,16
Bart Ramselaar,eredivisie,first_tier,domestic_league,8,0,30,16
José Sosa,super-lig,first_tier,domestic_league,27,0,30,39
Lukasz Teodorczyk,jupiler-pro-league,first_tier,domestic_league,14,0,30,7
Maximilian Arnold,bundesliga,first_tier,domestic_league,60,2,29,36
Antoine Griezmann,uefa-champions-league,uefa_champions_league,international_cup,8,1,29,9
Dmytro Khlyobas,premier-liga,first_tier,domestic_league,7,0,29,6
Vitaliy Buyalskyi,premier-liga,first_tier,domestic_league,19,1,29,18
Bernardo Silva,premier-league,first_tier,domestic_league,19,0,29,29
Renaud Ripart,ligue-1,first_tier,domestic_league,11,0,29,10
Stuart Armstrong,scottish-premiership,first_tier,domestic_league,7,0,29,28
James Rodríguez,laliga,first_tier,domestic_league,8,0,29,28
Zakaria Labyad,eredivisie,first_tier,domestic_league,15,0,29,23
Jackson Martínez,liga-portugal-bwin,first_tier,domestic_league,12,0,29,8
Danilo,eredivisie,first_tier,domestic_league,3,1,29,9
Lucas Ocampos,laliga,first_tier,domestic_league,27,0,29,11
Roberto Soriano,serie-a,first_tier,domestic_league,40,3,29,28
Rodrigo Palacio,serie-a,first_tier,domestic_league,34,0,29,32
Felipe Caicedo,serie-a,first_tier,domestic_league,18,0,29,11
Noa Lang,jupiler-pro-league,first_tier,domestic_league,18,1,29,25
Irfan Can Kahveci,super-lig,first_tier,domestic_league,47,4,29,34
Riccardo Saponara,serie-a,first_tier,domestic_league,31,1,29,36
Ahmed Musa,premier-liga,first_tier,domestic_league,2,0,29,18
Robert Lewandowski,dfb-pokal,domestic_cup,domestic_cup,7,0,29,7
Pedro,premier-league,first_tier,domestic_league,13,0,29,17
Jesse Lingard,premier-league,first_tier,domestic_league,19,0,29,17
Adrián Dalmau,eredivisie,first_tier,domestic_league,12,0,29,5
Lucas Moura,ligue-1,first_tier,domestic_league,6,0,29,15
Saúl Ñíguez,laliga,first_tier,domestic_league,55,0,29,15
Ömer Ali Sahiner,super-lig,first_tier,domestic_league,45,0,29,23
Ui-jo Hwang,ligue-1,first_tier,domestic_league,6,0,29,7
Rafa Mir,laliga,first_tier,domestic_league,9,0,29,1
Luka Jovic,bundesliga,first_tier,domestic_league,5,0,29,9
Artem Gromov,premier-liga,first_tier,domestic_league,7,0,29,23
Paul Pogba,premier-league,first_tier,domestic_league,29,2,29,42
Mesut Özil,premier-league,first_tier,domestic_league,13,0,28,46
Borja Mayoral,laliga,first_tier,domestic_league,10,0,28,8
Vladimir Iljin,premier-liga,first_tier,domestic_league,23,0,28,12
Umut Bozok,super-lig,first_tier,domestic_league,6,0,28,9
Luiz Adriano,premier-liga,first_tier,domestic_league,12,1,28,22
Ilhan Parlak,super-lig,first_tier,domestic_league,17,0,28,11
Brais Méndez,laliga,first_tier,domestic_league,29,0,28,19
Pedro Conde,super-league-1,first_tier,domestic_league,8,0,28,2
Ali Crawford,scottish-premiership,first_tier,domestic_league,17,0,28,30
Juan Mata,premier-league,first_tier,domestic_league,16,0,28,27
Isco,laliga,first_tier,domestic_league,21,1,28,35
Loïs Openda,eredivisie,first_tier,domestic_league,4,1,28,6
Mame Thiam,super-lig,first_tier,domestic_league,7,0,28,13
Roberto Soldado,laliga,first_tier,domestic_league,44,1,28,21
Mama Baldé,ligue-1,first_tier,domestic_league,13,2,28,9
Donny van de Beek,eredivisie,first_tier,domestic_league,9,0,28,24
Kevin Volland,ligue-1,first_tier,domestic_league,15,0,28,22
Scott Arfield,scottish-premiership,first_tier,domestic_league,14,1,28,17
Danijel Aleksic,super-lig,first_tier,domestic_league,20,0,28,14
Mario Götze,bundesliga,first_tier,domestic_league,10,0,28,22
Yevgen Seleznyov,premier-liga,first_tier,domestic_league,14,0,28,6
Leon Bailey,bundesliga,first_tier,domestic_league,13,2,28,20
Anthony Ujah,bundesliga,first_tier,domestic_league,6,0,28,8
Luca Toni,serie-a,first_tier,domestic_league,5,0,28,3
Rodrigo Pinho,liga-portugal-bwin,first_tier,domestic_league,22,0,28,4
Taison,premier-liga,first_tier,domestic_league,16,1,28,38
Hamza Younes,super-league-1,first_tier,domestic_league,8,0,28,6
Yusuf Erdogan,super-lig,first_tier,domestic_league,33,1,28,23
Chicharito,bundesliga,first_tier,domestic_league,7,0,28,6
Shane Long,premier-league,first_tier,domestic_league,15,0,28,18
Goran Pandev,serie-a,first_tier,domestic_league,22,2,28,9
Massimo Maccarone,serie-a,first_tier,domestic_league,11,1,28,13
Florent Mollet,ligue-1,first_tier,domestic_league,33,2,28,18
Nikola Vlasic,premier-liga,first_tier,domestic_league,9,0,28,16
Luka Milivojevic,premier-league,first_tier,domestic_league,45,1,28,5
Aminu Umar,super-lig,first_tier,domestic_league,18,1,28,21
Sly,premier-liga,first_tier,domestic_league,29,0,28,10
Anastasios Douvikas,eredivisie,first_tier,domestic_league,2,0,28,7
Yusupha Njie,liga-portugal-bwin,first_tier,domestic_league,17,1,28,4
Kevin van Veen,scottish-premiership,first_tier,domestic_league,17,0,28,6
Djordje Despotovic,premier-liga,first_tier,domestic_league,19,0,28,10
Pierre Lees-Melou,ligue-1,first_tier,domestic_league,32,4,28,23
Anwar El Ghazi,eredivisie,first_tier,domestic_league,11,0,28,13
Robin Gosens,serie-a,first_tier,domestic_league,20,0,28,19
Gonçalo Guedes,laliga,first_tier,domestic_league,13,1,28,26
Welliton,super-lig,first_tier,domestic_league,17,0,28,13
Michel Vlap,eredivisie,first_tier,domestic_league,8,0,28,14
Kristoffer Peterson,eredivisie,first_tier,domestic_league,8,0,28,18
Dante Vanzeir,jupiler-pro-league,first_tier,domestic_league,4,1,27,13
Adem Ljajić,serie-a,first_tier,domestic_league,11,0,27,21
João Pedro,liga-portugal-bwin,first_tier,domestic_league,35,2,27,12
Manuel Fernandes,premier-liga,first_tier,domestic_league,13,0,27,21
Christoph Baumgartner,bundesliga,first_tier,domestic_league,25,0,27,17
Diego Farias,serie-a,first_tier,domestic_league,26,1,27,18
Antonin Barak,serie-a,first_tier,domestic_league,15,1,27,12
Jonas Wind,superligaen,first_tier,domestic_league,5,0,27,10
Maximilian Philipp,bundesliga,first_tier,domestic_league,14,0,27,14
Sadio Mané,uefa-champions-league,uefa_champions_league,international_cup,10,0,27,9
Stevie May,scottish-premiership,first_tier,domestic_league,8,0,27,22
Talisca,super-lig,first_tier,domestic_league,8,0,27,8
Daniil Fomin,premier-liga,first_tier,domestic_league,21,0,27,11
Vincent Janssen,eredivisie,first_tier,domestic_league,3,0,27,5
Alberto Paloschi,serie-a,first_tier,domestic_league,8,0,27,5
Marco Parolo,serie-a,first_tier,domestic_league,55,0,27,13
Fernando Torres,laliga,first_tier,domestic_league,12,0,27,10
Jarrod Bowen,premier-league,first_tier,domestic_league,8,0,27,27
Sandro Ramírez,laliga,first_tier,domestic_league,19,0,27,7
Sergio Agüero,uefa-champions-league,uefa_champions_league,international_cup,5,0,27,5
Kevin Nisbet,scottish-premiership,first_tier,domestic_league,9,0,27,6
Mamadou Fall,jupiler-pro-league,first_tier,domestic_league,7,1,27,10
Younès Belhanda,super-lig,first_tier,domestic_league,32,3,27,27
Mason Mount,premier-league,first_tier,domestic_league,13,0,27,24
Denys Garmash,premier-liga,first_tier,domestic_league,23,0,27,20
Selim Amallah,jupiler-pro-league,first_tier,domestic_league,32,1,27,16
Sergey Tkachev,premier-liga,first_tier,domestic_league,26,0,27,26
Sam Cosgrove,scottish-premiership,first_tier,domestic_league,9,2,27,5
Sérgio Oliveira,liga-portugal-bwin,first_tier,domestic_league,34,0,27,15
Fodé Koita,super-lig,first_tier,domestic_league,13,0,27,10
Suso,serie-a,first_tier,domestic_league,23,2,27,29
Nathan Redmond,premier-league,first_tier,domestic_league,11,1,27,22
Nikolaos Karelis,super-league-1,first_tier,domestic_league,7,0,27,8
Marcus Edwards,liga-portugal-bwin,first_tier,domestic_league,8,0,27,27
Sinan Gümüs,super-lig,first_tier,domestic_league,22,0,27,7
Neal Maupay,premier-league,first_tier,domestic_league,14,1,27,7
Moussa Konaté,ligue-1,first_tier,domestic_league,14,0,27,5
Georginio Wijnaldum,premier-league,first_tier,domestic_league,8,0,27,16
Rui Fonte,liga-portugal-bwin,first_tier,domestic_league,18,1,27,7
Roman Eremenko,premier-liga,first_tier,domestic_league,13,0,27,17
Antonio Sanabria,laliga,first_tier,domestic_league,9,0,27,2
Sofiane Boufal,ligue-1,first_tier,domestic_league,25,1,27,18
Jonathan David,jupiler-pro-league,first_tier,domestic_league,5,0,26,12
Tammy Abraham,premier-league,first_tier,domestic_league,2,0,26,7
Ben Rienstra,eredivisie,first_tier,domestic_league,22,1,26,13
Rasmus Falk,superligaen,first_tier,domestic_league,17,1,26,31
Tomas Necid,eredivisie,first_tier,domestic_league,9,1,26,8
Pal Alexander Kirkevold,superligaen,first_tier,domestic_league,10,0,26,6
Tonny Vilhena,eredivisie,first_tier,domestic_league,16,0,26,15
Mikael Uhre,superligaen,first_tier,domestic_league,7,0,26,9
Marc Dal Hende,superligaen,first_tier,domestic_league,23,0,26,8
Wilson Eduardo,liga-portugal-bwin,first_tier,domestic_league,8,1,26,11
Nicolai Jörgensen,superligaen,first_tier,domestic_league,6,0,26,9
Brandley Kuwas,eredivisie,first_tier,domestic_league,8,0,26,33
Daniel Ginczek,bundesliga,first_tier,domestic_league,13,0,26,10
Sergio Pellissier,serie-a,first_tier,domestic_league,5,0,26,5
Ryota Morioka,jupiler-pro-league,first_tier,domestic_league,18,0,26,38
