player_name,country_of_citizenship_x,current_club_name,Total Assist,Total Red Card,Total Yellow Card,Total Goals
Nikolas Ioannou,Cyprus,Aris Thessaloniki,0,0,4,1
Nikolay Giorgobiani,Russia,FK Ufa,0,0,1,1
Nikolay Kipiani,Russia,Rotor Volgograd,3,0,2,1
Nikolay Markov,Russia,FK Krasnodar,1,0,3,1
Nils RÃ¶seler,Germany,VVV-Venlo,1,0,9,1
Nino,Spain,Elche CF,0,0,2,1
Nohan Kenneh,Liberia,Ross County FC,2,0,3,1
Nuno AndrÃ© Coelho,Portugal,GD Chaves,1,0,0,1
Nuno Borges,Cape Verde,CD Nacional,0,1,6,1
Nuno Lima,Portugal,FC PaÃ§os de Ferreira,0,0,9,1
Nuno Moreira,Portugal,FC Vizela,2,1,4,1
Nuno Piloto,Portugal,AcadÃ©mica Coimbra,2,0,10,1
Nuno Pinto,Portugal,VitÃ³ria SetÃºbal FC,20,2,35,1
Nuno Reis,Portugal,VitÃ³ria SetÃºbal FC,0,0,15,1
Nuraly Alip,Kazakhstan,Zenit St. Petersburg,0,0,5,1
Nurudeen Orelesi,Nigeria,Metalurg Zaporizhya (-2016),0,0,11,1
Nzuzi Toko,DR Congo,Eskisehirspor,1,0,7,1
OdaÃ¯r Fortes,Cape Verde,Stade Reims,4,0,1,1
Odilon Kossounou,Cote d'Ivoire,Bayer 04 Leverkusen,4,0,10,1
Ogechika Heil,Germany,Go Ahead Eagles,1,0,1,1
Oguz Ceylan,Turkey,MKE AnkaragÃ¼cÃ¼,7,0,18,1
Oguz GÃ¼rbulak,Turkey,Ãœmraniyespor,3,0,8,1
Oguz Han Aynaoglu,Denmark,Caykur Rizespor,0,0,0,1
Oguz Yilmaz,Turkey,Denizlispor,0,0,9,1
Okechukwu Azubuike,Nigeria,Basaksehir FK,4,0,16,1
Ola Solbakken,Norway,AS Roma,4,0,2,1
Oleg Boroday,Ukraine,Karpaty Lviv (-2021),0,0,6,1
Oleg Mishchenko,Ukraine,Amkar Perm,1,0,3,1
Oleksandr Akymenko,Ukraine,Zirka Kropyvnytskyi,0,0,0,1
Oleksandr Azatskyi,Ukraine,Chornomorets Odessa,0,1,4,1
Oleksandr Belyaev,Ukraine,PFK Lviv,2,0,2,1
Oleksandr Golikov,Ukraine,Chornomorets Odessa,1,0,6,1
Oleksandr Matkobozhyk,Ukraine,NK Veres Rivne,0,0,5,1
Oleksandr Romanchuk,Ukraine,PFK Lviv,2,1,11,1
Oleksandr Safronov,Ukraine,Desna Chernigiv,0,0,5,1
Oleksiy Kashchuk,Ukraine,FK Mariupol,1,0,1,1
Oleksiy Maydanevych,Ukraine,Arsenal Kyiv,0,0,4,1
Oleksiy Polyanskyi,Ukraine,Metalist Kharkiv (- 2016),0,0,3,1
Oleksiy Savchenko,Ukraine,Chornomorets Odessa,2,0,14,1
Oleksiy Sych,Ukraine,Rukh Lviv,1,0,7,1
Oliver Batista Meier,Germany,SC Heerenveen,2,0,1,1
Oliver Klitten,Denmark,Aalborg BK,2,0,1,1
Oliver Kragl,Germany,FC Crotone,0,0,4,1
Oliver Sorg,Germany,Hannover 96,4,0,20,1
Olivier Sorlin,France,Thonon Ã‰vian Grand GenÃ¨ve FC,1,0,5,1
Omar Bogle,England,ADO Den Haag,0,0,0,1
Omri Ben Harush,Israel,KSC Lokeren (- 2020),1,0,2,1
Ondrej Celustka,Czech Republic,Antalyaspor,7,1,21,1
Onur Bayramoglu,Turkey,Eskisehirspor,0,0,1,1
Orhan GÃ¼lle,Turkey,Sivasspor,1,0,0,1
Orhan Tasdelen,Turkey,Akhisarspor,1,0,4,1
Osman Celik,Turkey,Erzurumspor FK,1,0,12,1
Osmar Ferreyra,Argentina,Panetolikos GFS,1,0,1,1
Oswal Ãlvarez,Colombia,RSC Anderlecht,0,0,0,1
Oumar Diakhite,Senegal,Desportivo Aves (- 2020),0,0,7,1
Ousman Manneh,The Gambia,SV Werder Bremen,1,0,2,1
Ousseynou Ba,Senegal,Olympiacos Piraeus,0,0,27,1
Ousseynou CissÃ©,Mali,Rayo Vallecano,0,0,2,1
Pablo Armero,Colombia,Udinese Calcio,1,0,4,1
Pablo GÃ¡llego,Nicaragua,AE Larisa,0,0,1,1
Pablo IbÃ¡Ã±ez,Spain,CA Osasuna,1,1,2,1
Pablo Insua,Spain,SD Huesca,0,0,25,1
Pablo Sabbag,Colombia,CD Tondela,0,0,0,1
Pablo Torre,Spain,FC Barcelona,1,0,2,1
Paco MontaÃ±Ã©s,Spain,RCD Espanyol Barcelona,2,0,5,1
Panagiotis Retsos,Greece,Hellas Verona,3,0,23,1
Panagiotis Tzimas,Greece,PAS Giannina,3,0,5,1
Panagiotis Vlachodimos,Greece,NÃ®mes Olympique,4,0,6,1
Panagiotis Zorbas,Greece,AOK Kerkyra,6,0,19,1
Panajotis Dimitriadis,Sweden,Genclerbirligi Ankara,0,0,1,1
Pantxi Sirieix,France,FC Toulouse,2,0,3,1
Paolo Cannavaro,Italy,US Sassuolo,2,1,23,1
Pape Cheikh,Senegal,Aris Thessaloniki,1,0,17,1
Pape M'Bow,Senegal,Atromitos Athens,0,0,9,1
Pape SanÃ©,Senegal,SM Caen,0,0,0,1
Pape-Alioune Ndiaye,France,Vorskla Poltava,1,0,9,1
Pascal Gregor,Denmark,Lyngby BK,0,1,21,1
Pascal KÃ¶pke,Germany,Hertha BSC,2,0,0,1
Pathy Malumandsoko,France,Metalist Kharkiv,0,1,0,1
Patrick,Brazil,CD Santa Clara,0,1,1,1
Patrick,Cape Verde,GD Chaves,0,1,1,1
Patrick Burner,Martinique,NÃ®mes Olympique,1,0,11,1
Patrick Ebert,Germany,Istanbulspor,4,1,12,1
Patrick Ekeng,Cameroon,CÃ³rdoba CF,1,1,4,1
Patrick Mtiliga,Denmark,FC Nordsjaelland,4,1,17,1
Patrick William,Brazil,Rio Ave FC,0,1,13,1
Paul Heffernan,Ireland,Dundee FC,0,0,0,1
Paul Jaeckel,Germany,1.FC Union Berlin,0,0,10,1
Paul Keita,Senegal,SK Beveren,1,0,46,1
Paul Konchesky,England,Leicester City,1,1,6,1
Paul McShane,Ireland,Hull City,0,0,3,1
Paul Papp,Romania,Sivasspor,2,0,16,1
Paul Quasten,Czech Republic,RKC Waalwijk,1,0,2,1
Paulo Monteiro,Portugal,CD Feirense,0,0,11,1
Paulo OtÃ¡vio,Brazil,VfL Wolfsburg,11,1,22,1
Paulo Vitor,Brazil,Rio Ave FC,1,0,4,1
Pavle Ninkov,Serbia,FC Toulouse,2,1,5,1
Pavlo Ivanov,Ukraine,Goverla Uzhgorod (- 2016),1,0,5,1
Pavlo Lukyanchuk,Ukraine,Olimpik Donetsk,0,0,6,1
Pavol Farkas,Slovakia,AE Larisa,1,0,13,1
Payam Sadeghian,Iran,Ankaraspor,1,0,3,1
Pecks,Cape Verde,Gil Vicente FC,0,1,5,1
PedrÃ£o,Brazil,Portimonense SC,0,0,18,1
Pedro AlcalÃ¡,Spain,CÃ¡diz CF,1,0,14,1
Pedro LÃ³pez,Spain,SD Huesca,3,0,17,1
Pedro Monteiro,Portugal,GD Estoril Praia,1,0,6,1
Pedro Pinto,Portugal,VitÃ³ria SetÃºbal FC,1,0,5,1
Pedro Rocha,Brazil,Spartak Moscow,2,0,0,1
Penetra,Portugal,FC FamalicÃ£o,0,1,6,1
Percy Liza,Peru,CS MarÃ­timo,1,0,2,1
Peru Nolaskoain,Spain,Athletic Bilbao,0,1,2,1
Petar Filipovic,Germany,Konyaspor,0,0,11,1
Petar Stojanovic,Slovenia,FC Empoli,3,0,15,1
Peter Bjur,Denmark,Aarhus GF,2,0,2,1
Peter MacDonald,Scotland,Dundee FC,0,0,0,1
Petko Hristov,Bulgaria,Spezia Calcio,2,0,4,1
Petro Stasyuk,Ukraine,FK Mariupol,6,0,6,1
Petros Orfanidis,Greece,AO Xanthi,4,0,6,1
Peu,Brazil,Desportivo Aves (- 2020),0,0,0,1
Phil Jones,England,Manchester United,2,0,11,1
Philip Rasmussen,Denmark,Lyngby BK,0,0,4,1
Philipp Hosiner,Austria,1.FC KÃ¶ln,1,0,3,1
Philipp Klement,Germany,VfB Stuttgart,2,0,0,1
Pichu Atienza,Spain,Asteras Tripolis,1,0,8,1
Pierrick Valdivia,France,NÃ®mes Olympique,1,0,16,1
Piojo,Argentina,CD Tondela,0,0,3,1
Piotr Grzelczak,Poland,AO Platanias,0,0,2,1
Pirmin Schwegler,Switzerland,Hannover 96,18,0,29,1
Pitu GarcÃ­a,Argentina,Atromitos Athens,5,1,11,1
Prince Gouano,France,Amiens SC,1,2,18,1
Prince Segbefia,Togo,GÃ¶ztepe,0,0,3,1
Quaresma,Brazil,FC Arouca,1,1,14,1
Quentin Cornette,France,Amiens SC,4,0,2,1
Quentin Othon,France,RC Strasbourg Alsace,0,0,0,1
Quincy Owusu-Abeyie,Ghana,NEC Nijmegen,5,0,2,1
Quini,Spain,Granada CF,3,0,31,1
RÃ©da RabeÃ¯,France,Fakel Voronezh,0,0,0,1
RÃ©ginal Goreux,Haiti,Standard LiÃ¨ge,4,1,17,1
RaÃºl Bravo,Spain,Veria NPS,1,1,7,1
RaÃºl Carnero,Spain,Real Valladolid CF,8,0,13,1
Rachid Hamdani,Morocco,Asteras Tripolis,1,0,11,1
Racine Coly,Senegal,GD Estoril Praia,4,2,16,1
Rade Dugalic,Serbia,Enisey Krasnoyarsk,7,0,14,1
Radu Ginsari,Moldova,Krylya Sovetov Samara,0,0,2,1
Rafael Amorim,Brazil,CD Tondela,0,1,15,1
Rafael Sabino,Brazil,PFK Lviv,2,1,20,1
Raffaele Bianco,Italy,AC Carpi,2,0,7,1
Rafidine Abdullah,Comoros,SK Beveren,1,1,14,1
Rajko Brezancic,Serbia,SD Huesca,1,0,5,1
RamÃ³n,Brazil,SÃ¶nderjyskE,4,1,10,1
RamÃ³n Terrats,Spain,Girona FC,1,0,1,1
RambÃ©,Cape Verde,VitÃ³ria SetÃºbal FC,0,0,0,1
Rami Al-Hajj,Sweden,SC Heerenveen,1,0,1,1
Rami Gershon,Israel,KAA Gent,2,1,3,1
Ramin Rezaeian,Iran,KV Oostende,0,0,0,1
RÃºben Macedo,Portugal,CS MarÃ­timo,4,1,7,1
RÃºrik GÃ­slason,Iceland,FC Copenhagen,0,0,4,1
Raoul Bellanova,Italy,Inter Milan,3,0,3,1
Raoul Petretta,Italy,Kasimpasa,0,0,4,1
Rasmus Bengtsson,Sweden,Twente Enschede FC,0,0,4,1
Rasmus Christensen,Denmark,Hobro IK,1,0,1,1
Rasmus SjÃ¶stedt,Sweden,Panetolikos GFS,0,0,4,1
Rasmus Vinderslev,Denmark,SÃ¶nderjyskE,0,0,7,1
Rav van den Berg,Netherlands,PEC Zwolle,0,0,0,1
Ravil Netfullin,Russia,Torpedo Moscow,0,0,4,1
Reece Burke,England,West Ham United,0,0,1,1
Reghan Tumilty,Scotland,Ross County FC,2,0,2,1
Reinhold Yabo,Germany,Arminia Bielefeld,0,0,1,1
Reko Silva,Portugal,Portimonense SC,0,0,3,1
Renato Gojkovic,Bosnia-Herzegovina,FK Orenburg,3,0,5,1
Rene Krhin,Slovenia,FC Nantes,0,0,14,1
Renzo Saravia,Argentina,FC Porto,0,0,1,1
Reuben Gabriel,Nigeria,Boavista FC,3,0,11,1
Rhys Healey,England,FC Toulouse,0,0,0,1
Riad Nouri,France,AC Ajaccio,1,0,3,1
Ricardo Dias,Portugal,CD Feirense,0,1,31,1
Ricardo Matos,Portugal,Portimonense SC,0,0,0,1
Ricardo Pessoa,Portugal,Portimonense SC,0,0,0,1
Ricardo Rodrigues,Portugal,Desportivo Aves (- 2020),1,0,1,1
Riccardo Calafiori,Italy,Genoa CFC,1,0,7,1
Riccardo Improta,Italy,Benevento Calcio,1,0,8,1
Richard Ledezma,United States,PSV Eindhoven,1,0,1,1
Richie Musaba,Netherlands,Fortuna Sittard,0,0,1,1
Richlord Ennin,Canada,FC Pari Nizhniy Novgorod,4,0,3,1
Rick ten Voorde,Netherlands,FC Dordrecht,2,0,0,1
Ricky Foster,Scotland,Ross County FC,9,2,27,1
Ridvan Simsek,Turkey,Sivasspor,0,0,7,1
Rigino Cicilia,Curacao,Roda JC Kerkrade,0,0,0,1
Rigoberto Rivas,Honduras,Inter Milan,0,0,1,1
Rihairo Meulens,Curacao,FC Dordrecht,0,0,3,1
Rinat Timokhin,Russia,Arsenal Tula,0,0,0,1
Rio Mavuba,France,LOSC Lille,0,1,15,1
Ritchie Kitoko,Belgium,Apollon Smyrnis,0,0,7,1
Rob Kiernan,Ireland,Rangers FC,1,1,4,1
Robert Arzumanyan,Armenia,Amkar Perm,0,0,2,1
Robert Mudrazija,Croatia,FC Copenhagen,1,0,0,1
Robert Tesche,Germany,VfL Bochum,0,1,3,1
Roberto NÃºÃ±ez,Spain,Royal Antwerp FC,0,0,0,1
Roberto Vitiello,Italy,Palermo FC,0,1,9,1
Robin Hack,Germany,Arminia Bielefeld,4,0,2,1
Robin Henkens,Belgium,KVC Westerlo,8,0,9,1
Robin van der Meer,Netherlands,Excelsior Rotterdam,2,0,6,1
Rocco Quinn,Scotland,Ross County FC,1,0,4,1
Rochdi Achenteh,Morocco,Go Ahead Eagles,9,0,17,1
Rodgers Kola,Zambia,KAA Gent,3,0,2,1
Rodney Antwi,Netherlands,FC Utrecht,0,0,0,1
Rodri TarÃ­n,Spain,CD LeganÃ©s,0,0,5,1
Rodrigo Abascal,Uruguay,Boavista FC,2,0,13,1
Rodrigo Aguirre,Uruguay,Udinese Calcio,1,0,3,1
Rodrigo Dantas,Brazil,CF Os Belenenses,0,0,3,1
Roel Brouwers,Netherlands,Roda JC Kerkrade,0,0,8,1
Roger MartÃ­nez,Colombia,Villarreal CF,0,0,1,1
Roger MartÃ­nez,Spain,RCD Espanyol Barcelona,0,0,1,1
Rolando Bianchi,Italy,Atalanta BC,3,0,1,1
Romain Amalfitano,France,Dijon FCO,4,1,15,1
Roman Bugaev,Russia,Kuban Krasnodar (-2018),3,0,4,1
Roman Didyk,Ukraine,Rukh Lviv,0,0,11,1
Roman Emeljanov,Russia,Ural Yekaterinburg,1,0,42,1
Roman Popov,Ukraine,Zirka Kropyvnytskyi,1,0,6,1
Roman Romanov,Russia,FK Rostov,0,0,0,1
Roman Shishkin,Russia,Krylya Sovetov Samara,7,0,17,1
Romeu,Brazil,APO Levadiakos,0,0,11,1
Romeu,Portugal,FC PaÃ§os de Ferreira,0,0,11,1
RonaÃ«l Pierre-Gabriel,France,RCD Espanyol Barcelona,2,1,20,1
Ronaldo Mendes,Brazil,Caykur Rizespor,0,0,0,1
Ronaldo Vieira,England,UC Sampdoria,3,1,19,1
Rooney Eva,Cameroon,Asteras Tripolis,0,0,0,1
Ross MacIver,Scotland,Motherwell FC,1,0,0,1
Roy Gelmi,Switzerland,VVV-Venlo,0,0,5,1
Ruan Teles,Brazil,CS MarÃ­timo,0,0,1,1
RubÃ©n Duarte,Spain,Deportivo AlavÃ©s,13,1,60,1
RubÃ©n PÃ©rez,Spain,Panathinaikos Athens,6,2,83,1
RubÃ©n SÃ¡nchez,Spain,Sporting GijÃ³n,0,0,0,1
Ruca,Portugal,CD Tondela,2,0,4,1
Rui Mendes,Portugal,FC Emmen,3,0,2,1
Rui Silva,Portugal,CD Santa Clara,0,0,0,1
Ruslan Kambolov,Russia,Arsenal Tula,5,0,42,1
Ruslan Magal,Russia,Fakel Voronezh,0,0,3,1
Ruslan Salakhutdinov,Russia,Tom Tomsk,0,0,1,1
Ruslan Zubkov,Ukraine,PFK Lviv,1,0,8,1
Rustem Mukhametshin,Russia,FC Tosno (-2018),0,0,0,1
Ryan Flynn,Scotland,St. Mirren FC,6,1,13,1
Ryan McGowan,Australia,St. Johnstone FC,2,1,13,1
Ryan Shanley,Scotland,Hibernian FC,0,0,0,1
SÃ©bastien Bassong,Cameroon,Volos NPS,0,0,6,1
SÃ¶ren Henriksen,Denmark,Vendsyssel FF,1,0,5,1
SÃ¶ren Mussmann,Denmark,SÃ¶nderjyskE,0,0,2,1
Saad Agouzoul,Morocco,Royal Excel Mouscron (-2022),1,0,8,1
Saba Sazonov,Georgia,Dynamo Moscow,0,0,11,1
Sacha Boey,France,Galatasaray,3,1,5,1
Sacha Kljestan,United States,RSC Anderlecht,1,0,3,1
Sadik Ciftpinar,Turkey,Kasimpasa,1,1,14,1
Sajjad Shahbazzadeh,Iran,Alanyaspor,0,0,0,1
Sakari Mattila,Finland,SÃ¶nderjyskE,0,0,3,1
Saleh Gomaa,Egypt,CD Nacional,5,0,14,1
Salem M'Bakata,France,Aris Thessaloniki,0,0,3,1
Salva Chamorro,Spain,CD Tondela,0,0,0,1
Salvador SÃ¡nchez,Argentina,Ionikos Nikeas,0,1,9,1
Salvatore Esposito,Italy,Spezia Calcio,0,0,5,1
Sam Field,England,West Bromwich Albion,0,0,4,1
Sam Greenwood,England,Leeds United,5,0,3,1
Sam McCallum,England,Norwich City,1,0,0,1
Sam Woods,England,Crystal Palace,0,0,0,1
SamÃº Costa,Portugal,UD AlmerÃ­a,2,0,6,1
Sambou Sissoko,France,RFC Seraing,2,0,10,1
Sambou Sissoko,Mali,KV Kortrijk,2,0,10,1
Samed Onur,Turkey,Fatih KaragÃ¼mrÃ¼k,0,0,1,1
Sammir,Croatia,Getafe CF,4,0,0,1
Samuel Iling Junior,England,Juventus FC,2,0,2,1
Samy Baghdadi,France,Fortuna Sittard,0,0,2,1
Samy Kehli,France,Oud-Heverlee Leuven,4,0,2,1
Santiago Arzamendia,Paraguay,CÃ¡diz CF,0,0,2,1
Santiago AscacÃ­bar,Argentina,US Cremonese,5,1,33,1
Santiago Gentiletti,Argentina,Genoa CFC,1,0,19,1
Santiago Vergini,Argentina,Bursaspor,0,0,16,1
Santy Ngom,Senegal,FC Nantes,0,0,1,1
Sasa Zdjelar,Serbia,CSKA Moscow,0,0,13,1
Sascha Kotysch,Germany,Oud-Heverlee Leuven,0,0,14,1
Saulo Decarli,Switzerland,VfL Bochum,0,0,5,1
Saviour Godwin,Nigeria,Casa Pia AC,0,0,0,1
Savvas Moudouroglou,Greece,Panthrakikos Komotini,0,0,0,1
Schumacher,Brazil,AcadÃ©mica Coimbra,2,0,0,1
Scott McMann,Scotland,Dundee United FC,13,0,25,1
Sean McLoughlin,Ireland,St. Mirren FC,1,0,2,1
Sean Morrison,England,Cardiff City,3,0,6,1
SebastiÃ¡n CristÃ³foro,Uruguay,SD Eibar,2,0,14,1
SebastiÃ¡n Pinto,Chile,Eskisehirspor,1,0,0,1
SebastiÃ¡n Ribas,Uruguay,Karpaty Lviv (-2021),0,0,1,1
SebastiÃ¡n Rusculleda,Argentina,Panetolikos GFS,1,0,10,1
Sebastian Boenisch,Poland,Bayer 04 Leverkusen,2,1,5,1
Sebastian Buch,Denmark,FC Midtjylland,0,0,0,1
Sebastian Eriksson,Sweden,Genoa CFC,0,0,1,1
Sebastian Griesbeck,Germany,SpVgg Greuther FÃ¼rth,1,0,10,1
Sebastian Jakubiak,Germany,Heracles Almelo,2,0,1,1
Sebastian Kehl,Germany,Borussia Dortmund,2,0,5,1
Sebastian Kerk,Germany,1.FC Nuremberg,2,0,2,1
Sebastian Langkamp,Germany,SV Werder Bremen,2,0,34,1
Sebastian Maier,Germany,Hannover 96,0,0,0,1
Sebastian Vasiliadis,Greece,Arminia Bielefeld,1,0,14,1
Sebastiano Esposito,Italy,RSC Anderlecht,0,0,1,1
Sedat Agcay,Turkey,MKE AnkaragÃ¼cÃ¼,2,2,13,1
Sekou Sylla,Guinea,SC Cambuur Leeuwarden,0,0,3,1
Senne Lynen,Belgium,Royale Union Saint Gilloise,3,0,0,1
Sepp van den Berg,Netherlands,Liverpool FC,0,0,4,1
Serge Akakpo,Togo,Arsenal Kyiv,0,0,4,1
Sergey Borodin,Russia,FK Krasnodar,1,0,3,1
Sergey Karetnik,Russia,Anzhi Makhachkala ( -2022),1,0,0,1
Sergey Kislyak,Belarus,Gaziantepspor (- 2020),1,0,13,1
Sergey Maslov,Russia,Arsenal Tula,0,0,1,1
Sergey Sukharev,Russia,FC Tosno (-2018),3,0,7,1
Sergey Volkov,Russia,FK Krasnodar,0,0,0,1
Serginho Andrade,Portugal,GD Estoril Praia,0,0,2,1
Sergio Akieme,Spain,UD AlmerÃ­a,1,0,5,1
Sergiy Basov,Ukraine,FK Oleksandriya,0,0,18,1
Sergiy Mayboroda,Ukraine,Zorya Lugansk,0,0,1,1
Sergiy Napolov,Ukraine,Metalist Kharkiv (- 2016),0,0,0,1
Sergiy Panasenko,Ukraine,Metalist Kharkiv,1,0,5,1
Sergiy Semenyuk,Ukraine,Arsenal Kyiv,0,0,2,1
Sergiy Shevchuk,Ukraine,FK Mariupol,1,0,1,1
Serkan Bakan,Turkey,GÃ¶ztepe,0,0,0,1
Serkan Balci,Turkey,Mersin Talimyurdu SK,1,0,18,1
Sezer Badur,Turkey,Antalyaspor,0,0,0,1
Shamil Gasanov,Russia,Enisey Krasnoyarsk,0,1,5,1
Shandon Baptiste,Grenada,Brentford FC,2,0,5,1
Shani Tarashaj,Switzerland,FC Emmen,0,0,1,1
Shaun Maloney,Scotland,Hull City,3,0,0,1
Shaun Want,Scotland,Hamilton Academical FC,0,0,9,1
Shawn Adewoye,Belgium,RKC Waalwijk,2,1,12,1
Sheran Yeini,Israel,Vitesse Arnhem,0,0,7,1
Sherjill MacDonald,Netherlands,KVC Westerlo,0,0,0,1
Shikabala,Egypt,Apollon Smyrnis,1,0,2,1
Sibiry Keita,Mali,KAS Eupen,0,0,1,1
Siebe Van Der Heyden,Belgium,Royale Union Saint Gilloise,1,0,25,1
Silvan Hefti,Switzerland,Genoa CFC,2,1,4,1
Simon Graves,Denmark,Randers FC,4,0,8,1
Simon Jakobsen,Denmark,Hobro IK,4,1,13,1
Simon Ramsden,England,Motherwell FC,1,1,5,1
Simon Rolfes,Germany,Bayer 04 Leverkusen,1,0,4,1
Simon Sohm,Switzerland,Parma Calcio 1913,1,0,1,1
Simon van Duivenbooden,Netherlands,Vitesse Arnhem,0,0,0,1
Simone Palombi,Italy,SS Lazio,0,0,0,1
Sivert Heltne Nilsen,Norway,SK Beveren,1,0,5,1
Slavko Bralic,Croatia,AE Larisa,0,0,8,1
Slobodan Medojevic,Serbia,Eintracht Frankfurt,0,0,6,1
Sofiane Alakouch,Morocco,FC Metz,3,0,11,1
Sofus Berger,Denmark,Viborg FF,3,0,1,1
Soichiro Kozuki,Japan,FC Schalke 04,0,0,1,1
SomÃ¡lia,Brazil,FC Toulouse,3,1,6,1
Son,Spain,Levante UD,1,1,8,1
Sonny Perkins,England,Leeds United,0,0,0,1
Sori ManÃ©,Guinea-Bissau,Moreirense FC,1,0,5,1
Sotirios Papagiannopoulos,Sweden,FC Copenhagen,0,0,6,1
Sotiris Pispas,Greece,Panathinaikos Athens,0,0,0,1
Soufiane Chakla,Morocco,Oud-Heverlee Leuven,2,1,7,1
Soufyan Ahannach,Netherlands,Brighton & Hove Albion,1,0,2,1
Soufyan Moro,Netherlands,PEC Zwolle,1,0,0,1
Souleymane Anne,Mauritania,CD Tondela,0,0,1,1
Srdjan Mijailovic,Serbia,Krylya Sovetov Samara,0,2,21,1
Stanislav Manolev,Bulgaria,Kuban Krasnodar (-2018),2,0,6,1
Stanley Nsoki,France,TSG 1899 Hoffenheim,4,1,23,1
Stathis Tachatos,Greece,Volos NPS,0,0,1,1
Stavros Panagiotou,Greece,APO Levadiakos,0,0,5,1
Stef Gronsveld,Netherlands,FC Emmen,1,0,2,1
Stefan Bajcetic,Spain,Liverpool FC,0,0,4,1
Stefan Drazic,Serbia,KV Mechelen,1,0,0,1
Stefan Knezevic,Switzerland,RSC Charleroi,2,0,9,1
Stefan Kutschke,Germany,SC Paderborn 07,3,0,1,1
Stefan Scougall,Scotland,St. Johnstone FC,1,0,3,1
Stefan Simic,Czech Republic,Frosinone Calcio,0,0,5,1
Stefan Strandberg,Norway,US Salernitana 1919,2,0,14,1
Stefano Lucchini,Italy,Cesena FC,0,0,10,1
Stefano Sabelli,Italy,Genoa CFC,4,0,6,1
Stefanos Siontis,Greece,PAS Giannina,1,1,30,1
Stefanos Tzimas,Greece,PAOK Thessaloniki,0,0,0,1
Steffen Rasmussen,Denmark,Aarhus GF,0,0,2,1
Stelios Andreou,Cyprus,RSC Charleroi,0,0,6,1
Stelios Marangos,Greece,AO Platanias,1,0,21,1
Sten Grytebust,Norway,Vejle Boldklub,0,0,3,1
Stephen McManus,Scotland,Motherwell FC,2,1,17,1
Stephen Quinn,Ireland,Hull City,3,1,3,1
Steve Colpaert,Belgium,Royal Antwerp FC,0,0,1,1
Steve MvouÃ©,Cameroon,RFC Seraing,0,0,2,1
Steven Petkov,Bulgaria,CD Feirense,0,0,1,1
Steven Saunders,Scotland,Livingston FC,2,0,3,1
Steven Taylor,England,Newcastle United,0,0,5,1
Stevie Hammell,Scotland,Motherwell FC,5,0,10,1
Stian Gregersen,Norway,FC Girondins Bordeaux,1,0,8,1
Stipe Bacelic-Grgic,Croatia,Cercle Brugge,2,0,4,1
Strahinja Pavlovic,Serbia,AS Monaco,1,0,3,1
Stratos Valios,Greece,AEL Kalloni,1,0,2,1
Suleiman Abdullahi,Nigeria,1.FC Union Berlin,0,0,1,1
Sullay Kaikai,Sierra Leone,NAC Breda,1,0,0,1
Sven Nieuwpoort,Netherlands,Excelsior Rotterdam,0,0,9,1
TÃ¶rles KnÃ¶ll,Germany,1.FC Nuremberg,0,0,0,1
TÃ²fol Montiel,Spain,RCD Mallorca,2,0,2,1
TabarÃ© ViÃºdez,Uruguay,Kasimpasa,3,0,1,1
Taha Yalciner,Turkey,Alanyaspor,2,0,10,1
Tahith Chong,Netherlands,Manchester United,8,0,3,1
Tajon Buchanan,Canada,Club Brugge KV,8,0,8,1
Takashi Usami,Japan,FC Augsburg,4,0,2,1
Takayuki Seto,Japan,Ankaraspor,0,0,3,1
TamÃ¡s KÃ¡dÃ¡r,Hungary,Dynamo Kyiv,4,0,24,1
TamÃ¡s Kiss,Hungary,SC Cambuur Leeuwarden,1,0,2,1
Taras Kacharaba,Ukraine,Zirka Kropyvnytskyi,0,0,15,1
Taras Puchkovskyi,Ukraine,Karpaty Lviv (-2021),0,0,1,1
Taylor Harwood-Bellis,England,RSC Anderlecht,0,0,0,1
Teerasil Dangda,Thailand,UD AlmerÃ­a,0,0,1,1
Terrence Boyd,United States,SV Darmstadt 98,0,0,1,1
Terry Antonis,Australia,VVV-Venlo,1,0,3,1
Tevfik Altindag,Turkey,Adanaspor,2,0,6,1
ThÃ©o Valls,France,NÃ®mes Olympique,2,1,3,1
Theocharis Iliadis,Greece,AE Larisa,0,0,6,1
Theocharis Psaltis,Greece,Panthrakikos Komotini,0,0,0,1
Theocharis Tsingaras,Greece,PAOK Thessaloniki,0,1,3,1
Theodoros Berios,Greece,PAS Giannina,2,1,29,1
Theodoros Tripotseris,Greece,AE Larisa,1,1,30,1
Thiago Carleto,Brazil,FC Arouca,0,0,4,1
Thibault De Smet,Belgium,Stade Reims,2,3,17,1
Thibaut Van Acker,Belgium,Cercle Brugge,0,0,8,1
Thierry Lutonda,Belgium,RKC Waalwijk,1,0,1,1
Thijmen Goppel,Netherlands,ADO Den Haag,1,0,1,1
Thomas Ayasse,France,ESTAC Troyes,0,0,5,1
Thomas Azevedo,Belgium,Oud-Heverlee Leuven,0,0,0,1
Thomas Heurtaux,France,MKE AnkaragÃ¼cÃ¼,2,0,20,1
Thomas MeiÃŸner,Germany,Willem II Tilburg,1,1,14,1
Thomas Phibel,Guadeloupe,Anzhi Makhachkala ( -2022),3,0,15,1
Thomas Vasiliou,Greece,Atromitos Athens,0,0,2,1
Thomas Vermaelen,Belgium,FC Barcelona,1,0,11,1
